Run ID,Size (MB),Tissue,Study,Tissue Code
SRR5068135,40,lymphocyte,SRP094416,LYMPH
SRR5068136,40,lymphocyte,SRP094416,LYMPH
SRR5068137,40,lymphocyte,SRP094416,LYMPH
SRR5068250,47,lymphocyte,SRP094416,LYMPH
SRR5068251,47,lymphocyte,SRP094416,LYMPH
SRR5068252,47,lymphocyte,SRP094416,LYMPH
SRR5068253,47,lymphocyte,SRP094416,LYMPH
SRR5068127,63,lymphocyte,SRP094416,LYMPH
SRR5068128,63,lymphocyte,SRP094416,LYMPH
SRR5068129,63,lymphocyte,SRP094416,LYMPH
SRR5068126,64,lymphocyte,SRP094416,LYMPH
SRR5068123,65,lymphocyte,SRP094416,LYMPH
SRR5068124,65,lymphocyte,SRP094416,LYMPH
SRR5068125,65,lymphocyte,SRP094416,LYMPH
SRR5068122,66,lymphocyte,SRP094416,LYMPH
SRR5068187,68,lymphocyte,SRP094416,LYMPH
SRR5068189,68,lymphocyte,SRP094416,LYMPH
SRR5068186,69,lymphocyte,SRP094416,LYMPH
SRR5068188,69,lymphocyte,SRP094416,LYMPH
SRR5068143,76,lymphocyte,SRP094416,LYMPH
SRR5068144,76,lymphocyte,SRP094416,LYMPH
SRR5068145,76,lymphocyte,SRP094416,LYMPH
SRR5068142,77,lymphocyte,SRP094416,LYMPH
SRR5068231,80,lymphocyte,SRP094416,LYMPH
SRR5068232,80,lymphocyte,SRP094416,LYMPH
SRR5068233,80,lymphocyte,SRP094416,LYMPH
SRR5068230,81,lymphocyte,SRP094416,LYMPH
SRR5068175,84,lymphocyte,SRP094416,LYMPH
SRR5068176,84,lymphocyte,SRP094416,LYMPH
SRR5068177,84,lymphocyte,SRP094416,LYMPH
SRR5068174,85,lymphocyte,SRP094416,LYMPH
SRR5068151,88,lymphocyte,SRP094416,LYMPH
SRR5068153,88,lymphocyte,SRP094416,LYMPH
SRR5068150,89,lymphocyte,SRP094416,LYMPH
SRR5068152,89,lymphocyte,SRP094416,LYMPH
SRR5068235,89,lymphocyte,SRP094416,LYMPH
SRR5068236,89,lymphocyte,SRP094416,LYMPH
SRR5068237,89,lymphocyte,SRP094416,LYMPH
SRR5068155,90,lymphocyte,SRP094416,LYMPH
SRR5068156,90,lymphocyte,SRP094416,LYMPH
SRR5068157,90,lymphocyte,SRP094416,LYMPH
SRR5068167,90,lymphocyte,SRP094416,LYMPH
SRR5068168,90,lymphocyte,SRP094416,LYMPH
SRR5068169,90,lymphocyte,SRP094416,LYMPH
SRR5068234,90,lymphocyte,SRP094416,LYMPH
SRR5068154,91,lymphocyte,SRP094416,LYMPH
SRR5068166,91,lymphocyte,SRP094416,LYMPH
SRR5068273,91,lymphocyte,SRP094416,LYMPH
SRR5068271,92,lymphocyte,SRP094416,LYMPH
SRR5068272,92,lymphocyte,SRP094416,LYMPH
SRR5068283,92,lymphocyte,SRP094416,LYMPH
SRR5068284,92,lymphocyte,SRP094416,LYMPH
SRR5068285,92,lymphocyte,SRP094416,LYMPH
SRR5068270,93,lymphocyte,SRP094416,LYMPH
SRR5068282,93,lymphocyte,SRP094416,LYMPH
SRR5068131,94,lymphocyte,SRP094416,LYMPH
SRR5068132,94,lymphocyte,SRP094416,LYMPH
SRR5068133,94,lymphocyte,SRP094416,LYMPH
SRR5068243,94,lymphocyte,SRP094416,LYMPH
SRR5068244,94,lymphocyte,SRP094416,LYMPH
SRR5068245,94,lymphocyte,SRP094416,LYMPH
SRR5068130,95,lymphocyte,SRP094416,LYMPH
SRR5068242,95,lymphocyte,SRP094416,LYMPH
SRR5068275,96,lymphocyte,SRP094416,LYMPH
SRR5068277,96,lymphocyte,SRP094416,LYMPH
SRR5068276,97,lymphocyte,SRP094416,LYMPH
SRR5068223,98,lymphocyte,SRP094416,LYMPH
SRR5068225,98,lymphocyte,SRP094416,LYMPH
SRR5068267,98,lymphocyte,SRP094416,LYMPH
SRR5068268,98,lymphocyte,SRP094416,LYMPH
SRR5068269,98,lymphocyte,SRP094416,LYMPH
SRR5068274,98,lymphocyte,SRP094416,LYMPH
SRR5068224,99,lymphocyte,SRP094416,LYMPH
SRR5068266,99,lymphocyte,SRP094416,LYMPH
SRR5068222,100,lymphocyte,SRP094416,LYMPH
SRR5068199,103,lymphocyte,SRP094416,LYMPH
SRR5068200,103,lymphocyte,SRP094416,LYMPH
SRR5068201,103,lymphocyte,SRP094416,LYMPH
SRR5068191,104,lymphocyte,SRP094416,LYMPH
SRR5068198,104,lymphocyte,SRP094416,LYMPH
SRR5068163,105,lymphocyte,SRP094416,LYMPH
SRR5068165,105,lymphocyte,SRP094416,LYMPH
SRR5068183,105,lymphocyte,SRP094416,LYMPH
SRR5068184,105,lymphocyte,SRP094416,LYMPH
SRR5068185,105,lymphocyte,SRP094416,LYMPH
SRR5068193,105,lymphocyte,SRP094416,LYMPH
SRR5068247,105,lymphocyte,SRP094416,LYMPH
SRR5068248,105,lymphocyte,SRP094416,LYMPH
SRR5068249,105,lymphocyte,SRP094416,LYMPH
SRR5068164,106,lymphocyte,SRP094416,LYMPH
SRR5068182,106,lymphocyte,SRP094416,LYMPH
SRR5068190,106,lymphocyte,SRP094416,LYMPH
SRR5068192,106,lymphocyte,SRP094416,LYMPH
SRR5068246,106,lymphocyte,SRP094416,LYMPH
SRR5068162,107,lymphocyte,SRP094416,LYMPH
SRR5068215,107,lymphocyte,SRP094416,LYMPH
SRR5068216,107,lymphocyte,SRP094416,LYMPH
SRR5068217,107,lymphocyte,SRP094416,LYMPH
SRR5068255,107,lymphocyte,SRP094416,LYMPH
SRR5068256,107,lymphocyte,SRP094416,LYMPH
SRR5068257,107,lymphocyte,SRP094416,LYMPH
SRR5068211,108,lymphocyte,SRP094416,LYMPH
SRR5068212,108,lymphocyte,SRP094416,LYMPH
SRR5068213,108,lymphocyte,SRP094416,LYMPH
SRR5068214,108,lymphocyte,SRP094416,LYMPH
SRR5068254,108,lymphocyte,SRP094416,LYMPH
SRR5068139,109,lymphocyte,SRP094416,LYMPH
SRR5068141,109,lymphocyte,SRP094416,LYMPH
SRR5068149,109,lymphocyte,SRP094416,LYMPH
SRR5068210,109,lymphocyte,SRP094416,LYMPH
SRR5068138,110,lymphocyte,SRP094416,LYMPH
SRR5068140,110,lymphocyte,SRP094416,LYMPH
SRR5068147,110,lymphocyte,SRP094416,LYMPH
SRR5068148,110,lymphocyte,SRP094416,LYMPH
SRR5068146,111,lymphocyte,SRP094416,LYMPH
SRR5068161,111,lymphocyte,SRP094416,LYMPH
SRR5068229,111,lymphocyte,SRP094416,LYMPH
SRR5068159,112,lymphocyte,SRP094416,LYMPH
SRR5068160,112,lymphocyte,SRP094416,LYMPH
SRR5068227,112,lymphocyte,SRP094416,LYMPH
SRR5068228,112,lymphocyte,SRP094416,LYMPH
SRR5068158,113,lymphocyte,SRP094416,LYMPH
SRR5068226,113,lymphocyte,SRP094416,LYMPH
SRR5068203,114,lymphocyte,SRP094416,LYMPH
SRR5068204,114,lymphocyte,SRP094416,LYMPH
SRR5068205,114,lymphocyte,SRP094416,LYMPH
SRR5068219,114,lymphocyte,SRP094416,LYMPH
SRR5068221,114,lymphocyte,SRP094416,LYMPH
SRR5068279,114,lymphocyte,SRP094416,LYMPH
SRR5068281,114,lymphocyte,SRP094416,LYMPH
SRR5068202,115,lymphocyte,SRP094416,LYMPH
SRR5068220,115,lymphocyte,SRP094416,LYMPH
SRR5068280,115,lymphocyte,SRP094416,LYMPH
SRR5068218,116,lymphocyte,SRP094416,LYMPH
SRR5068263,116,lymphocyte,SRP094416,LYMPH
SRR5068264,116,lymphocyte,SRP094416,LYMPH
SRR5068265,116,lymphocyte,SRP094416,LYMPH
SRR5068278,116,lymphocyte,SRP094416,LYMPH
SRR5068195,117,lymphocyte,SRP094416,LYMPH
SRR5068196,117,lymphocyte,SRP094416,LYMPH
SRR5068197,117,lymphocyte,SRP094416,LYMPH
SRR5068239,118,lymphocyte,SRP094416,LYMPH
SRR5068240,118,lymphocyte,SRP094416,LYMPH
SRR5068241,118,lymphocyte,SRP094416,LYMPH
SRR5068259,118,lymphocyte,SRP094416,LYMPH
SRR5068260,118,lymphocyte,SRP094416,LYMPH
SRR5068261,118,lymphocyte,SRP094416,LYMPH
SRR5068262,118,lymphocyte,SRP094416,LYMPH
SRR5068179,119,lymphocyte,SRP094416,LYMPH
SRR5068180,119,lymphocyte,SRP094416,LYMPH
SRR5068181,119,lymphocyte,SRP094416,LYMPH
SRR5068194,119,lymphocyte,SRP094416,LYMPH
SRR5068258,119,lymphocyte,SRP094416,LYMPH
SRR5068178,120,lymphocyte,SRP094416,LYMPH
SRR5068238,120,lymphocyte,SRP094416,LYMPH
SRR5068171,140,lymphocyte,SRP094416,LYMPH
SRR5068172,140,lymphocyte,SRP094416,LYMPH
SRR5068173,140,lymphocyte,SRP094416,LYMPH
SRR5068170,142,lymphocyte,SRP094416,LYMPH
SRR5071108,1135,lymphocyte,SRP094482,LYMPH
SRR5071107,1168,lymphocyte,SRP094482,LYMPH
SRR5071122,1231,lymphocyte,SRP094482,LYMPH
SRR5071109,1244,lymphocyte,SRP094482,LYMPH
SRR5071116,1335,lymphocyte,SRP094482,LYMPH
SRR5071112,1459,lymphocyte,SRP094482,LYMPH
SRR5071111,1473,lymphocyte,SRP094482,LYMPH
SRR5071118,1555,lymphocyte,SRP094482,LYMPH
SRR5071117,1588,lymphocyte,SRP094482,LYMPH
SRR5071119,1594,lymphocyte,SRP094482,LYMPH
SRR5071110,1600,lymphocyte,SRP094482,LYMPH
SRR5071114,1610,lymphocyte,SRP094482,LYMPH
SRR5071113,1611,lymphocyte,SRP094482,LYMPH
SRR5071115,1625,lymphocyte,SRP094482,LYMPH
SRR5071120,1709,lymphocyte,SRP094482,LYMPH
SRR5071121,1850,lymphocyte,SRP094482,LYMPH
SRR5087359,980,lymphocyte,SRP094756,LYMPH
SRR5087374,1139,lymphocyte,SRP094756,LYMPH
SRR6233765,1273,lymphocyte,SRP094756,LYMPH
SRR6233771,1275,lymphocyte,SRP094756,LYMPH
SRR5087371,1275,lymphocyte,SRP094756,LYMPH
SRR5087412,1280,lymphocyte,SRP094756,LYMPH
SRR6233764,1296,lymphocyte,SRP094756,LYMPH
SRR5087415,1297,lymphocyte,SRP094756,LYMPH
SRR6233758,1316,lymphocyte,SRP094756,LYMPH
SRR6233775,1319,lymphocyte,SRP094756,LYMPH
SRR5087388,1362,lymphocyte,SRP094756,LYMPH
SRR6233786,1391,lymphocyte,SRP094756,LYMPH
SRR6233755,1394,lymphocyte,SRP094756,LYMPH
SRR6233778,1394,lymphocyte,SRP094756,LYMPH
SRR6233785,1409,lymphocyte,SRP094756,LYMPH
SRR5087365,1427,lymphocyte,SRP094756,LYMPH
SRR5087380,1428,lymphocyte,SRP094756,LYMPH
SRR5087361,1447,lymphocyte,SRP094756,LYMPH
SRR5087392,1451,lymphocyte,SRP094756,LYMPH
SRR5087390,1458,lymphocyte,SRP094756,LYMPH
SRR6233757,1477,lymphocyte,SRP094756,LYMPH
SRR5087364,1477,lymphocyte,SRP094756,LYMPH
SRR6233790,1517,lymphocyte,SRP094756,LYMPH
SRR5087389,1540,lymphocyte,SRP094756,LYMPH
SRR6233773,1543,lymphocyte,SRP094756,LYMPH
SRR6233787,1556,lymphocyte,SRP094756,LYMPH
SRR5087358,1557,lymphocyte,SRP094756,LYMPH
SRR6233791,1558,lymphocyte,SRP094756,LYMPH
SRR6233760,1579,lymphocyte,SRP094756,LYMPH
SRR5087363,1583,lymphocyte,SRP094756,LYMPH
SRR5087369,1610,lymphocyte,SRP094756,LYMPH
SRR5087403,1618,lymphocyte,SRP094756,LYMPH
SRR5087397,1631,lymphocyte,SRP094756,LYMPH
SRR5087417,1674,lymphocyte,SRP094756,LYMPH
SRR5087413,1684,lymphocyte,SRP094756,LYMPH
SRR5087406,1691,lymphocyte,SRP094756,LYMPH
SRR5087391,1693,lymphocyte,SRP094756,LYMPH
SRR5087411,1705,lymphocyte,SRP094756,LYMPH
SRR5087395,1707,lymphocyte,SRP094756,LYMPH
SRR5087360,1710,lymphocyte,SRP094756,LYMPH
SRR6233781,1713,lymphocyte,SRP094756,LYMPH
SRR6233766,1723,lymphocyte,SRP094756,LYMPH
SRR6233779,1733,lymphocyte,SRP094756,LYMPH
SRR5087396,1733,lymphocyte,SRP094756,LYMPH
SRR6233770,1741,lymphocyte,SRP094756,LYMPH
SRR5087376,1759,lymphocyte,SRP094756,LYMPH
SRR6233774,1765,lymphocyte,SRP094756,LYMPH
SRR5087400,1775,lymphocyte,SRP094756,LYMPH
SRR5087394,1787,lymphocyte,SRP094756,LYMPH
SRR5087373,1798,lymphocyte,SRP094756,LYMPH
SRR5087416,1808,lymphocyte,SRP094756,LYMPH
SRR5087405,1811,lymphocyte,SRP094756,LYMPH
SRR6233759,1823,lymphocyte,SRP094756,LYMPH
SRR6233762,1828,lymphocyte,SRP094756,LYMPH
SRR5087367,1841,lymphocyte,SRP094756,LYMPH
SRR5087404,1843,lymphocyte,SRP094756,LYMPH
SRR6233789,1850,lymphocyte,SRP094756,LYMPH
SRR5087362,1851,lymphocyte,SRP094756,LYMPH
SRR6233767,1931,lymphocyte,SRP094756,LYMPH
SRR6233780,1934,lymphocyte,SRP094756,LYMPH
SRR5087401,1938,lymphocyte,SRP094756,LYMPH
SRR5087387,1945,lymphocyte,SRP094756,LYMPH
SRR6233772,1948,lymphocyte,SRP094756,LYMPH
SRR5087382,1958,lymphocyte,SRP094756,LYMPH
SRR5087379,1981,lymphocyte,SRP094756,LYMPH
SRR6233784,2005,lymphocyte,SRP094756,LYMPH
SRR6233769,2037,lymphocyte,SRP094756,LYMPH
SRR5087399,2050,lymphocyte,SRP094756,LYMPH
SRR5087372,2076,lymphocyte,SRP094756,LYMPH
SRR5087408,2087,lymphocyte,SRP094756,LYMPH
SRR6233763,2141,lymphocyte,SRP094756,LYMPH
SRR5087409,2187,lymphocyte,SRP094756,LYMPH
SRR5087384,2193,lymphocyte,SRP094756,LYMPH
SRR5087378,2211,lymphocyte,SRP094756,LYMPH
SRR5087386,2230,lymphocyte,SRP094756,LYMPH
SRR6233776,2244,lymphocyte,SRP094756,LYMPH
SRR5087410,2273,lymphocyte,SRP094756,LYMPH
SRR5087398,2289,lymphocyte,SRP094756,LYMPH
SRR6233756,2312,lymphocyte,SRP094756,LYMPH
SRR6233752,2338,lymphocyte,SRP094756,LYMPH
SRR5087402,2339,lymphocyte,SRP094756,LYMPH
SRR5087414,2362,lymphocyte,SRP094756,LYMPH
SRR5087381,2373,lymphocyte,SRP094756,LYMPH
SRR5087368,2427,lymphocyte,SRP094756,LYMPH
SRR5087377,2428,lymphocyte,SRP094756,LYMPH
SRR6233768,2441,lymphocyte,SRP094756,LYMPH
SRR5087383,2454,lymphocyte,SRP094756,LYMPH
SRR5087393,2460,lymphocyte,SRP094756,LYMPH
SRR6233783,2487,lymphocyte,SRP094756,LYMPH
SRR6233788,2487,lymphocyte,SRP094756,LYMPH
SRR6233761,2495,lymphocyte,SRP094756,LYMPH
SRR5087375,2519,lymphocyte,SRP094756,LYMPH
SRR6233782,2566,lymphocyte,SRP094756,LYMPH
SRR5087370,2588,lymphocyte,SRP094756,LYMPH
SRR5087407,2622,lymphocyte,SRP094756,LYMPH
SRR6233753,2665,lymphocyte,SRP094756,LYMPH
SRR6233777,2672,lymphocyte,SRP094756,LYMPH
SRR5087385,2772,lymphocyte,SRP094756,LYMPH
SRR5087366,2816,lymphocyte,SRP094756,LYMPH
SRR6233754,2874,lymphocyte,SRP094756,LYMPH
SRR5114334,402,lymphocyte,SRP095194,LYMPH
SRR5114336,471,lymphocyte,SRP095194,LYMPH
SRR5114335,489,lymphocyte,SRP095194,LYMPH
SRR5114338,527,lymphocyte,SRP095194,LYMPH
SRR5114337,531,lymphocyte,SRP095194,LYMPH
SRR5114321,606,lymphocyte,SRP095194,LYMPH
SRR5114324,610,lymphocyte,SRP095194,LYMPH
SRR5114327,612,lymphocyte,SRP095194,LYMPH
SRR5114340,613,lymphocyte,SRP095194,LYMPH
SRR5114331,627,lymphocyte,SRP095194,LYMPH
SRR5114330,629,lymphocyte,SRP095194,LYMPH
SRR5114322,660,lymphocyte,SRP095194,LYMPH
SRR5114326,671,lymphocyte,SRP095194,LYMPH
SRR5114328,671,lymphocyte,SRP095194,LYMPH
SRR5114333,673,lymphocyte,SRP095194,LYMPH
SRR5114325,692,lymphocyte,SRP095194,LYMPH
SRR5114332,736,lymphocyte,SRP095194,LYMPH
SRR5114329,740,lymphocyte,SRP095194,LYMPH
SRR5114323,798,lymphocyte,SRP095194,LYMPH
SRR5114339,837,lymphocyte,SRP095194,LYMPH
SRR5173295,5695,lymphocyte,SRP096722,LYMPH
SRR5173293,5862,lymphocyte,SRP096722,LYMPH
SRR5173297,6004,lymphocyte,SRP096722,LYMPH
SRR5173299,6612,lymphocyte,SRP096722,LYMPH
SRR5173296,6748,lymphocyte,SRP096722,LYMPH
SRR5173300,6868,lymphocyte,SRP096722,LYMPH
SRR5173298,7037,lymphocyte,SRP096722,LYMPH
SRR5173294,7368,lymphocyte,SRP096722,LYMPH
SRR5194387,362,lymphocyte,SRP097469,LYMPH
SRR5194388,464,lymphocyte,SRP097469,LYMPH
SRR5194396,581,lymphocyte,SRP097469,LYMPH
SRR5194398,620,lymphocyte,SRP097469,LYMPH
SRR5194389,652,lymphocyte,SRP097469,LYMPH
SRR5194390,698,lymphocyte,SRP097469,LYMPH
SRR5194397,699,lymphocyte,SRP097469,LYMPH
SRR5194391,721,lymphocyte,SRP097469,LYMPH
SRR5194393,974,lymphocyte,SRP097469,LYMPH
SRR5194395,977,lymphocyte,SRP097469,LYMPH
SRR5194392,981,lymphocyte,SRP097469,LYMPH
SRR5194394,1185,lymphocyte,SRP097469,LYMPH
SRR5204176,1644,lymphocyte,SRP097792,LYMPH
SRR5204175,1762,lymphocyte,SRP097792,LYMPH
SRR5204170,1777,lymphocyte,SRP097792,LYMPH
SRR5204169,1894,lymphocyte,SRP097792,LYMPH
SRR5204172,2010,lymphocyte,SRP097792,LYMPH
SRR5204168,2015,lymphocyte,SRP097792,LYMPH
SRR5204173,2040,lymphocyte,SRP097792,LYMPH
SRR5204174,2070,lymphocyte,SRP097792,LYMPH
SRR5204171,2073,lymphocyte,SRP097792,LYMPH
SRR5204851,410,lymphocyte,SRP097870,LYMPH
SRR5204837,736,lymphocyte,SRP097870,LYMPH
SRR5204843,772,lymphocyte,SRP097870,LYMPH
SRR5204839,821,lymphocyte,SRP097870,LYMPH
SRR5204841,836,lymphocyte,SRP097870,LYMPH
SRR5204834,852,lymphocyte,SRP097870,LYMPH
SRR5204827,868,lymphocyte,SRP097870,LYMPH
SRR5204836,879,lymphocyte,SRP097870,LYMPH
SRR5204833,894,lymphocyte,SRP097870,LYMPH
SRR5204847,898,lymphocyte,SRP097870,LYMPH
SRR5204828,900,lymphocyte,SRP097870,LYMPH
SRR5204850,918,lymphocyte,SRP097870,LYMPH
SRR5204859,960,lymphocyte,SRP097870,LYMPH
SRR5204861,977,lymphocyte,SRP097870,LYMPH
SRR5204844,989,lymphocyte,SRP097870,LYMPH
SRR5204846,1017,lymphocyte,SRP097870,LYMPH
SRR5204849,1020,lymphocyte,SRP097870,LYMPH
SRR5204852,1021,lymphocyte,SRP097870,LYMPH
SRR5204853,1026,lymphocyte,SRP097870,LYMPH
SRR5204831,1074,lymphocyte,SRP097870,LYMPH
SRR5204842,1076,lymphocyte,SRP097870,LYMPH
SRR5204845,1098,lymphocyte,SRP097870,LYMPH
SRR5204858,1099,lymphocyte,SRP097870,LYMPH
SRR5204855,1165,lymphocyte,SRP097870,LYMPH
SRR5204830,1181,lymphocyte,SRP097870,LYMPH
SRR5204854,1184,lymphocyte,SRP097870,LYMPH
SRR5204826,1185,lymphocyte,SRP097870,LYMPH
SRR5204835,1195,lymphocyte,SRP097870,LYMPH
SRR5204856,1199,lymphocyte,SRP097870,LYMPH
SRR5204860,1233,lymphocyte,SRP097870,LYMPH
SRR5204848,1240,lymphocyte,SRP097870,LYMPH
SRR5204829,1266,lymphocyte,SRP097870,LYMPH
SRR5204838,1274,lymphocyte,SRP097870,LYMPH
SRR5204840,1349,lymphocyte,SRP097870,LYMPH
SRR5204857,1496,lymphocyte,SRP097870,LYMPH
SRR5204832,1526,lymphocyte,SRP097870,LYMPH
SRR5234753,559,lymphocyte,SRP098968,LYMPH
SRR5234752,577,lymphocyte,SRP098968,LYMPH
SRR5234748,584,lymphocyte,SRP098968,LYMPH
SRR5234749,605,lymphocyte,SRP098968,LYMPH
SRR5234755,699,lymphocyte,SRP098968,LYMPH
SRR5234751,786,lymphocyte,SRP098968,LYMPH
SRR5234750,798,lymphocyte,SRP098968,LYMPH
SRR5234754,821,lymphocyte,SRP098968,LYMPH
SRR5236058,2477,lymphocyte,SRP099016,LYMPH
SRR5236062,5694,lymphocyte,SRP099016,LYMPH
SRR5236060,5877,lymphocyte,SRP099016,LYMPH
SRR5236059,5896,lymphocyte,SRP099016,LYMPH
SRR5236064,6015,lymphocyte,SRP099016,LYMPH
SRR5236061,6157,lymphocyte,SRP099016,LYMPH
SRR5236063,6348,lymphocyte,SRP099016,LYMPH
SRR5236050,6724,lymphocyte,SRP099016,LYMPH
SRR5236054,7047,lymphocyte,SRP099016,LYMPH
SRR5236056,7370,lymphocyte,SRP099016,LYMPH
SRR5236053,8101,lymphocyte,SRP099016,LYMPH
SRR5236051,8140,lymphocyte,SRP099016,LYMPH
SRR5236052,8989,lymphocyte,SRP099016,LYMPH
SRR5236055,9234,lymphocyte,SRP099016,LYMPH
SRR5244150,783,lymphocyte,SRP099209,LYMPH
SRR5244151,1074,lymphocyte,SRP099209,LYMPH
SRR5244148,1770,lymphocyte,SRP099209,LYMPH
SRR5244152,2051,lymphocyte,SRP099209,LYMPH
SRR5244149,2743,lymphocyte,SRP099209,LYMPH
SRR5244153,2872,lymphocyte,SRP099209,LYMPH
SRR5246844,0,lymphocyte,SRP099258,LYMPH
SRR5246894,2,lymphocyte,SRP099258,LYMPH
SRR5246895,2,lymphocyte,SRP099258,LYMPH
SRR5246896,3,lymphocyte,SRP099258,LYMPH
SRR5246897,4,lymphocyte,SRP099258,LYMPH
SRR5246889,5,lymphocyte,SRP099258,LYMPH
SRR5246899,5,lymphocyte,SRP099258,LYMPH
SRR5246888,6,lymphocyte,SRP099258,LYMPH
SRR5246890,6,lymphocyte,SRP099258,LYMPH
SRR5246891,6,lymphocyte,SRP099258,LYMPH
SRR5246898,6,lymphocyte,SRP099258,LYMPH
SRR5246837,6,lymphocyte,SRP099258,LYMPH
SRR5246826,10,lymphocyte,SRP099258,LYMPH
SRR5246827,10,lymphocyte,SRP099258,LYMPH
SRR5246832,16,lymphocyte,SRP099258,LYMPH
SRR5246833,16,lymphocyte,SRP099258,LYMPH
SRR5246824,17,lymphocyte,SRP099258,LYMPH
SRR5246816,19,lymphocyte,SRP099258,LYMPH
SRR5246893,20,lymphocyte,SRP099258,LYMPH
SRR5246817,20,lymphocyte,SRP099258,LYMPH
SRR5246892,21,lymphocyte,SRP099258,LYMPH
SRR5246854,22,lymphocyte,SRP099258,LYMPH
SRR5246839,22,lymphocyte,SRP099258,LYMPH
SRR5246852,25,lymphocyte,SRP099258,LYMPH
SRR5246809,25,lymphocyte,SRP099258,LYMPH
SRR5246808,26,lymphocyte,SRP099258,LYMPH
SRR5246855,28,lymphocyte,SRP099258,LYMPH
SRR5246836,29,lymphocyte,SRP099258,LYMPH
SRR5246853,32,lymphocyte,SRP099258,LYMPH
SRR5246838,33,lymphocyte,SRP099258,LYMPH
SRR5246820,40,lymphocyte,SRP099258,LYMPH
SRR5246842,43,lymphocyte,SRP099258,LYMPH
SRR5246860,43,lymphocyte,SRP099258,LYMPH
SRR5246829,44,lymphocyte,SRP099258,LYMPH
SRR5246861,46,lymphocyte,SRP099258,LYMPH
SRR5246825,46,lymphocyte,SRP099258,LYMPH
SRR5246843,47,lymphocyte,SRP099258,LYMPH
SRR5246828,47,lymphocyte,SRP099258,LYMPH
SRR5246821,50,lymphocyte,SRP099258,LYMPH
SRR5246858,53,lymphocyte,SRP099258,LYMPH
SRR5246845,60,lymphocyte,SRP099258,LYMPH
SRR5246859,60,lymphocyte,SRP099258,LYMPH
SRR5246812,61,lymphocyte,SRP099258,LYMPH
SRR5246813,66,lymphocyte,SRP099258,LYMPH
SRR5246849,67,lymphocyte,SRP099258,LYMPH
SRR5246856,68,lymphocyte,SRP099258,LYMPH
SRR5246810,69,lymphocyte,SRP099258,LYMPH
SRR5246835,70,lymphocyte,SRP099258,LYMPH
SRR5246840,72,lymphocyte,SRP099258,LYMPH
SRR5246815,72,lymphocyte,SRP099258,LYMPH
SRR5246841,74,lymphocyte,SRP099258,LYMPH
SRR5246848,74,lymphocyte,SRP099258,LYMPH
SRR5246847,75,lymphocyte,SRP099258,LYMPH
SRR5246864,75,lymphocyte,SRP099258,LYMPH
SRR5246865,78,lymphocyte,SRP099258,LYMPH
SRR5246834,87,lymphocyte,SRP099258,LYMPH
SRR5246818,91,lymphocyte,SRP099258,LYMPH
SRR5246819,91,lymphocyte,SRP099258,LYMPH
SRR5246850,93,lymphocyte,SRP099258,LYMPH
SRR5246851,93,lymphocyte,SRP099258,LYMPH
SRR5246846,97,lymphocyte,SRP099258,LYMPH
SRR5246857,100,lymphocyte,SRP099258,LYMPH
SRR5246830,101,lymphocyte,SRP099258,LYMPH
SRR5246866,106,lymphocyte,SRP099258,LYMPH
SRR5246867,119,lymphocyte,SRP099258,LYMPH
SRR5246811,119,lymphocyte,SRP099258,LYMPH
SRR5246882,123,lymphocyte,SRP099258,LYMPH
SRR5246870,125,lymphocyte,SRP099258,LYMPH
SRR5246872,126,lymphocyte,SRP099258,LYMPH
SRR5246884,127,lymphocyte,SRP099258,LYMPH
SRR5246874,129,lymphocyte,SRP099258,LYMPH
SRR5246875,130,lymphocyte,SRP099258,LYMPH
SRR5246876,131,lymphocyte,SRP099258,LYMPH
SRR5246869,132,lymphocyte,SRP099258,LYMPH
SRR5246879,134,lymphocyte,SRP099258,LYMPH
SRR5246885,134,lymphocyte,SRP099258,LYMPH
SRR5246868,137,lymphocyte,SRP099258,LYMPH
SRR5246881,137,lymphocyte,SRP099258,LYMPH
SRR5246873,139,lymphocyte,SRP099258,LYMPH
SRR5246887,139,lymphocyte,SRP099258,LYMPH
SRR5246878,140,lymphocyte,SRP099258,LYMPH
SRR5246883,140,lymphocyte,SRP099258,LYMPH
SRR5246877,141,lymphocyte,SRP099258,LYMPH
SRR5246831,142,lymphocyte,SRP099258,LYMPH
SRR5246880,147,lymphocyte,SRP099258,LYMPH
SRR5246871,149,lymphocyte,SRP099258,LYMPH
SRR5246886,152,lymphocyte,SRP099258,LYMPH
SRR5246862,154,lymphocyte,SRP099258,LYMPH
SRR5246863,163,lymphocyte,SRP099258,LYMPH
SRR5246814,169,lymphocyte,SRP099258,LYMPH
SRR5246823,227,lymphocyte,SRP099258,LYMPH
SRR5246822,250,lymphocyte,SRP099258,LYMPH
SRR5249570,665,lymphocyte,SRP099436,LYMPH
SRR5249569,1053,lymphocyte,SRP099436,LYMPH
SRR5249565,1086,lymphocyte,SRP099436,LYMPH
SRR5249562,1089,lymphocyte,SRP099436,LYMPH
SRR5249564,1098,lymphocyte,SRP099436,LYMPH
SRR5249563,1110,lymphocyte,SRP099436,LYMPH
SRR5249567,1225,lymphocyte,SRP099436,LYMPH
SRR5249566,1273,lymphocyte,SRP099436,LYMPH
SRR5249568,1294,lymphocyte,SRP099436,LYMPH
SRR5249571,1302,lymphocyte,SRP099436,LYMPH
SRR5257999,2443,lymphocyte,SRP099688,LYMPH
SRR5257995,2582,lymphocyte,SRP099688,LYMPH
