Run ID,Size (MB),Tissue,Study,Tissue Code
SRR1920911,2028,colon,SRP056369,COLON
SRR1920912,2938,colon,SRP056369,COLON
SRR1981007,2367,colon,SRP057437,COLON
SRR1981010,2416,colon,SRP057437,COLON
SRR1981008,2452,colon,SRP057437,COLON
SRR1981006,2643,colon,SRP057437,COLON
SRR1981011,2791,colon,SRP057437,COLON
SRR1981009,3248,colon,SRP057437,COLON
SRR1981003,3429,colon,SRP057437,COLON
SRR1981012,3836,colon,SRP057437,COLON
SRR1981005,3908,colon,SRP057437,COLON
SRR1981002,4060,colon,SRP057437,COLON
SRR1981004,4076,colon,SRP057437,COLON
SRR1993817,546,colon,SRP057613,COLON
SRR1993808,549,colon,SRP057613,COLON
SRR1993813,670,colon,SRP057613,COLON
SRR1993818,674,colon,SRP057613,COLON
SRR1993821,700,colon,SRP057613,COLON
SRR1993816,709,colon,SRP057613,COLON
SRR1993814,716,colon,SRP057613,COLON
SRR1993822,737,colon,SRP057613,COLON
SRR1993812,742,colon,SRP057613,COLON
SRR1993826,762,colon,SRP057613,COLON
SRR1993810,796,colon,SRP057613,COLON
SRR1993820,817,colon,SRP057613,COLON
SRR1993815,830,colon,SRP057613,COLON
SRR1993819,848,colon,SRP057613,COLON
SRR1993823,852,colon,SRP057613,COLON
SRR1993811,853,colon,SRP057613,COLON
SRR1993809,856,colon,SRP057613,COLON
SRR1993827,897,colon,SRP057613,COLON
SRR1993825,909,colon,SRP057613,COLON
SRR1993828,968,colon,SRP057613,COLON
SRR1993824,987,colon,SRP057613,COLON
SRR2040172,3999,colon,SRP058717,COLON
SRR2040170,4425,colon,SRP058717,COLON
SRR2040171,7163,colon,SRP058717,COLON
SRR2046330,345,colon,SRP058911,COLON
SRR2046335,347,colon,SRP058911,COLON
SRR2046337,348,colon,SRP058911,COLON
SRR2046336,374,colon,SRP058911,COLON
SRR2046331,409,colon,SRP058911,COLON
SRR2046338,422,colon,SRP058911,COLON
SRR2046333,485,colon,SRP058911,COLON
SRR2046334,492,colon,SRP058911,COLON
SRR2046332,497,colon,SRP058911,COLON
SRR2084442,79,colon,SRP060227,COLON
SRR2084440,81,colon,SRP060227,COLON
SRR2084441,81,colon,SRP060227,COLON
SRR2084439,82,colon,SRP060227,COLON
SRR2084446,100,colon,SRP060227,COLON
SRR2084444,102,colon,SRP060227,COLON
SRR2084445,103,colon,SRP060227,COLON
SRR2084443,104,colon,SRP060227,COLON
SRR2084507,124,colon,SRP060227,COLON
SRR2084506,126,colon,SRP060227,COLON
SRR2084505,127,colon,SRP060227,COLON
SRR2084504,129,colon,SRP060227,COLON
SRR2084487,137,colon,SRP060227,COLON
SRR2084520,137,colon,SRP060227,COLON
SRR2084503,138,colon,SRP060227,COLON
SRR2084518,139,colon,SRP060227,COLON
SRR2084519,139,colon,SRP060227,COLON
SRR2084485,141,colon,SRP060227,COLON
SRR2084486,141,colon,SRP060227,COLON
SRR2084501,141,colon,SRP060227,COLON
SRR2084502,141,colon,SRP060227,COLON
SRR2084559,141,colon,SRP060227,COLON
SRR2084517,142,colon,SRP060227,COLON
SRR2084557,142,colon,SRP060227,COLON
SRR2084484,143,colon,SRP060227,COLON
SRR2084500,143,colon,SRP060227,COLON
SRR2084558,143,colon,SRP060227,COLON
SRR2084556,148,colon,SRP060227,COLON
SRR2084499,154,colon,SRP060227,COLON
SRR2084497,158,colon,SRP060227,COLON
SRR2084498,158,colon,SRP060227,COLON
SRR2084532,159,colon,SRP060227,COLON
SRR2084496,161,colon,SRP060227,COLON
SRR2084530,163,colon,SRP060227,COLON
SRR2084531,163,colon,SRP060227,COLON
SRR2084536,163,colon,SRP060227,COLON
SRR2084529,166,colon,SRP060227,COLON
SRR2084491,167,colon,SRP060227,COLON
SRR2084534,168,colon,SRP060227,COLON
SRR2084535,168,colon,SRP060227,COLON
SRR2084533,170,colon,SRP060227,COLON
SRR2084489,172,colon,SRP060227,COLON
SRR2084490,172,colon,SRP060227,COLON
SRR2084547,174,colon,SRP060227,COLON
SRR2084488,175,colon,SRP060227,COLON
SRR2084545,175,colon,SRP060227,COLON
SRR2084546,175,colon,SRP060227,COLON
SRR2084555,175,colon,SRP060227,COLON
SRR2084553,178,colon,SRP060227,COLON
SRR2084554,178,colon,SRP060227,COLON
SRR2084552,184,colon,SRP060227,COLON
SRR2084521,191,colon,SRP060227,COLON
SRR2084522,192,colon,SRP060227,COLON
SRR2084523,193,colon,SRP060227,COLON
SRR2084464,194,colon,SRP060227,COLON
SRR2084463,197,colon,SRP060227,COLON
SRR2084462,198,colon,SRP060227,COLON
SRR2084461,201,colon,SRP060227,COLON
SRR2084477,204,colon,SRP060227,COLON
SRR2084513,204,colon,SRP060227,COLON
SRR2084511,205,colon,SRP060227,COLON
SRR2084512,205,colon,SRP060227,COLON
SRR2084475,208,colon,SRP060227,COLON
SRR2084476,208,colon,SRP060227,COLON
SRR2084474,212,colon,SRP060227,COLON
SRR2084508,220,colon,SRP060227,COLON
SRR2084509,221,colon,SRP060227,COLON
SRR2084510,222,colon,SRP060227,COLON
SRR2084438,228,colon,SRP060227,COLON
SRR2084516,229,colon,SRP060227,COLON
SRR2084436,230,colon,SRP060227,COLON
SRR2084437,230,colon,SRP060227,COLON
SRR2084494,231,colon,SRP060227,COLON
SRR2084514,231,colon,SRP060227,COLON
SRR2084515,231,colon,SRP060227,COLON
SRR2084551,231,colon,SRP060227,COLON
SRR2084478,232,colon,SRP060227,COLON
SRR2084495,232,colon,SRP060227,COLON
SRR2084479,233,colon,SRP060227,COLON
SRR2084480,234,colon,SRP060227,COLON
SRR2084550,235,colon,SRP060227,COLON
SRR2084549,236,colon,SRP060227,COLON
SRR2084528,237,colon,SRP060227,COLON
SRR2084526,239,colon,SRP060227,COLON
SRR2084527,239,colon,SRP060227,COLON
SRR2084543,241,colon,SRP060227,COLON
SRR2084541,243,colon,SRP060227,COLON
SRR2084542,243,colon,SRP060227,COLON
SRR2084548,244,colon,SRP060227,COLON
SRR2084524,246,colon,SRP060227,COLON
SRR2084525,247,colon,SRP060227,COLON
SRR2084434,249,colon,SRP060227,COLON
SRR2084492,249,colon,SRP060227,COLON
SRR2084432,250,colon,SRP060227,COLON
SRR2084433,250,colon,SRP060227,COLON
SRR2084493,250,colon,SRP060227,COLON
SRR2084470,252,colon,SRP060227,COLON
SRR2084468,253,colon,SRP060227,COLON
SRR2084469,253,colon,SRP060227,COLON
SRR2084450,263,colon,SRP060227,COLON
SRR2084483,263,colon,SRP060227,COLON
SRR2084482,264,colon,SRP060227,COLON
SRR2084539,264,colon,SRP060227,COLON
SRR2084448,265,colon,SRP060227,COLON
SRR2084449,265,colon,SRP060227,COLON
SRR2084481,265,colon,SRP060227,COLON
SRR2084537,265,colon,SRP060227,COLON
SRR2084538,265,colon,SRP060227,COLON
SRR2084460,275,colon,SRP060227,COLON
SRR2084459,279,colon,SRP060227,COLON
SRR2084454,292,colon,SRP060227,COLON
SRR2084452,294,colon,SRP060227,COLON
SRR2084453,294,colon,SRP060227,COLON
SRR2084473,296,colon,SRP060227,COLON
SRR2084472,297,colon,SRP060227,COLON
SRR2084471,298,colon,SRP060227,COLON
SRR2084456,316,colon,SRP060227,COLON
SRR2084465,319,colon,SRP060227,COLON
SRR2084466,319,colon,SRP060227,COLON
SRR2084467,321,colon,SRP060227,COLON
SRR2084455,323,colon,SRP060227,COLON
SRR2084577,434,colon,SRP060227,COLON
SRR2084579,441,colon,SRP060227,COLON
SRR2084576,587,colon,SRP060227,COLON
SRR2084585,587,colon,SRP060227,COLON
SRR2084599,608,colon,SRP060227,COLON
SRR2084578,614,colon,SRP060227,COLON
SRR2084596,625,colon,SRP060227,COLON
SRR2084587,645,colon,SRP060227,COLON
SRR2084597,652,colon,SRP060227,COLON
SRR2084581,707,colon,SRP060227,COLON
SRR2084598,710,colon,SRP060227,COLON
SRR2084584,715,colon,SRP060227,COLON
SRR2084457,744,colon,SRP060227,COLON
SRR2084583,744,colon,SRP060227,COLON
SRR2084586,784,colon,SRP060227,COLON
SRR2084580,905,colon,SRP060227,COLON
SRR2084458,992,colon,SRP060227,COLON
SRR2084595,997,colon,SRP060227,COLON
SRR2084582,1001,colon,SRP060227,COLON
SRR2084589,1054,colon,SRP060227,COLON
SRR2084591,1176,colon,SRP060227,COLON
SRR2084592,1186,colon,SRP060227,COLON
SRR2084588,1242,colon,SRP060227,COLON
SRR2084594,1258,colon,SRP060227,COLON
SRR2084593,1284,colon,SRP060227,COLON
SRR2084590,1347,colon,SRP060227,COLON
SRR2084540,1352,colon,SRP060227,COLON
SRR2084431,1395,colon,SRP060227,COLON
SRR2084435,1413,colon,SRP060227,COLON
SRR2084544,1518,colon,SRP060227,COLON
SRR2084447,1534,colon,SRP060227,COLON
SRR2084451,1561,colon,SRP060227,COLON
SRR2097556,581,colon,SRP060721,COLON
SRR2097555,590,colon,SRP060721,COLON
SRR2097558,613,colon,SRP060721,COLON
SRR2097557,700,colon,SRP060721,COLON
SRR2133786,577,colon,SRP061776,COLON
SRR2133785,603,colon,SRP061776,COLON
SRR2133787,603,colon,SRP061776,COLON
SRR2133790,684,colon,SRP061776,COLON
SRR2133788,794,colon,SRP061776,COLON
SRR2133789,1600,colon,SRP061776,COLON
SRR2153518,3214,colon,SRP062230,COLON
SRR2153524,4724,colon,SRP062230,COLON
SRR2153523,5049,colon,SRP062230,COLON
SRR2153522,5273,colon,SRP062230,COLON
SRR2153517,5463,colon,SRP062230,COLON
SRR2153520,5571,colon,SRP062230,COLON
SRR2153521,5760,colon,SRP062230,COLON
SRR2153519,8643,colon,SRP062230,COLON
SRR3384311,0,colon,SRP062284,COLON
SRR3384312,0,colon,SRP062284,COLON
SRR3384313,0,colon,SRP062284,COLON
SRR3391937,0,colon,SRP062284,COLON
SRR3384314,0,colon,SRP062284,COLON
SRR3384316,0,colon,SRP062284,COLON
SRR3384317,0,colon,SRP062284,COLON
SRR2155320,22028,colon,SRP062284,COLON
SRR2155378,24481,colon,SRP062284,COLON
SRR2155389,30088,colon,SRP062284,COLON
SRR2176382,33670,colon,SRP062284,COLON
SRR2155316,34839,colon,SRP062284,COLON
SRR2155329,35654,colon,SRP062284,COLON
SRR2155313,38319,colon,SRP062284,COLON
SRR2176383,41847,colon,SRP062284,COLON
SRR2225561,10328,colon,SRP063054,COLON
SRR2225557,10486,colon,SRP063054,COLON
SRR2225567,11297,colon,SRP063054,COLON
SRR2225566,11521,colon,SRP063054,COLON
SRR2225556,12448,colon,SRP063054,COLON
SRR2225562,12997,colon,SRP063054,COLON
SRR2225560,13703,colon,SRP063054,COLON
SRR2225564,14119,colon,SRP063054,COLON
SRR2225559,14374,colon,SRP063054,COLON
SRR2225565,14482,colon,SRP063054,COLON
SRR2225558,14667,colon,SRP063054,COLON
SRR2225569,14903,colon,SRP063054,COLON
SRR2225568,15010,colon,SRP063054,COLON
SRR2225570,15023,colon,SRP063054,COLON
SRR2225563,15174,colon,SRP063054,COLON
SRR2314040,772,colon,SRP063496,COLON
SRR2314034,797,colon,SRP063496,COLON
SRR2314018,855,colon,SRP063496,COLON
SRR2314035,856,colon,SRP063496,COLON
SRR2314031,858,colon,SRP063496,COLON
SRR2314003,893,colon,SRP063496,COLON
SRR2313973,958,colon,SRP063496,COLON
SRR2314026,962,colon,SRP063496,COLON
SRR2313983,1017,colon,SRP063496,COLON
SRR2313998,1036,colon,SRP063496,COLON
SRR2313978,1071,colon,SRP063496,COLON
SRR2313992,1080,colon,SRP063496,COLON
SRR2314037,1112,colon,SRP063496,COLON
SRR2314001,1148,colon,SRP063496,COLON
SRR2314024,1158,colon,SRP063496,COLON
SRR2314033,1158,colon,SRP063496,COLON
SRR2313985,1164,colon,SRP063496,COLON
SRR2313990,1190,colon,SRP063496,COLON
SRR2313994,1192,colon,SRP063496,COLON
SRR2314043,1257,colon,SRP063496,COLON
SRR2314039,1268,colon,SRP063496,COLON
SRR2313995,1271,colon,SRP063496,COLON
SRR2314027,1276,colon,SRP063496,COLON
SRR2314000,1291,colon,SRP063496,COLON
SRR2313991,1305,colon,SRP063496,COLON
SRR2313997,1323,colon,SRP063496,COLON
SRR2314006,1323,colon,SRP063496,COLON
SRR2314032,1341,colon,SRP063496,COLON
SRR2313974,1357,colon,SRP063496,COLON
SRR2314017,1387,colon,SRP063496,COLON
SRR2313989,1391,colon,SRP063496,COLON
SRR2314028,1395,colon,SRP063496,COLON
SRR2313975,1396,colon,SRP063496,COLON
SRR2314020,1404,colon,SRP063496,COLON
SRR2314011,1408,colon,SRP063496,COLON
SRR2314013,1417,colon,SRP063496,COLON
SRR2314009,1425,colon,SRP063496,COLON
SRR2313977,1433,colon,SRP063496,COLON
SRR2314023,1442,colon,SRP063496,COLON
SRR2314038,1466,colon,SRP063496,COLON
SRR2314002,1471,colon,SRP063496,COLON
SRR2313993,1494,colon,SRP063496,COLON
SRR2314041,1507,colon,SRP063496,COLON
SRR2313982,1525,colon,SRP063496,COLON
SRR2313986,1533,colon,SRP063496,COLON
SRR2314007,1533,colon,SRP063496,COLON
SRR2313999,1535,colon,SRP063496,COLON
SRR2314045,1536,colon,SRP063496,COLON
SRR2313988,1544,colon,SRP063496,COLON
SRR2314012,1557,colon,SRP063496,COLON
SRR2314030,1577,colon,SRP063496,COLON
SRR2314014,1585,colon,SRP063496,COLON
SRR2313976,1591,colon,SRP063496,COLON
SRR2314004,1630,colon,SRP063496,COLON
SRR2314010,1632,colon,SRP063496,COLON
SRR2314016,1643,colon,SRP063496,COLON
SRR2314021,1646,colon,SRP063496,COLON
SRR2314022,1660,colon,SRP063496,COLON
SRR2314025,1677,colon,SRP063496,COLON
SRR2314036,1702,colon,SRP063496,COLON
SRR2314044,1790,colon,SRP063496,COLON
SRR2314019,1830,colon,SRP063496,COLON
SRR2314042,1859,colon,SRP063496,COLON
SRR2313996,1869,colon,SRP063496,COLON
SRR2313981,1893,colon,SRP063496,COLON
SRR2314029,1899,colon,SRP063496,COLON
SRR2314015,1919,colon,SRP063496,COLON
SRR2313979,1925,colon,SRP063496,COLON
SRR2313980,2246,colon,SRP063496,COLON
SRR2313984,2318,colon,SRP063496,COLON
SRR2314005,2456,colon,SRP063496,COLON
SRR2313987,2900,colon,SRP063496,COLON
SRR2314008,4009,colon,SRP063496,COLON
SRR2353142,1076,colon,SRP063620,COLON
SRR2353137,1096,colon,SRP063620,COLON
SRR2353143,1108,colon,SRP063620,COLON
SRR2353141,1206,colon,SRP063620,COLON
SRR2353139,1214,colon,SRP063620,COLON
SRR2353138,1291,colon,SRP063620,COLON
SRR2353136,1728,colon,SRP063620,COLON
SRR2353144,1953,colon,SRP063620,COLON
SRR2353140,1978,colon,SRP063620,COLON
SRR2480702,853,colon,SRP063978,COLON
SRR2480698,866,colon,SRP063978,COLON
SRR2480694,873,colon,SRP063978,COLON
SRR2480695,874,colon,SRP063978,COLON
SRR2480696,877,colon,SRP063978,COLON
SRR2480701,879,colon,SRP063978,COLON
SRR2480708,896,colon,SRP063978,COLON
SRR2480700,919,colon,SRP063978,COLON
SRR2480703,927,colon,SRP063978,COLON
SRR2480704,927,colon,SRP063978,COLON
SRR2480707,931,colon,SRP063978,COLON
SRR2480697,946,colon,SRP063978,COLON
SRR2480691,949,colon,SRP063978,COLON
SRR2480693,952,colon,SRP063978,COLON
SRR2480705,957,colon,SRP063978,COLON
SRR2480692,965,colon,SRP063978,COLON
SRR2480699,971,colon,SRP063978,COLON
SRR2480706,1011,colon,SRP063978,COLON
SRR2481149,733,colon,SRP063980,COLON
SRR2481162,752,colon,SRP063980,COLON
SRR2481164,761,colon,SRP063980,COLON
SRR2481179,828,colon,SRP063980,COLON
SRR2481159,831,colon,SRP063980,COLON
SRR2481157,840,colon,SRP063980,COLON
SRR2481173,861,colon,SRP063980,COLON
SRR2481150,865,colon,SRP063980,COLON
SRR2481147,874,colon,SRP063980,COLON
SRR2481148,881,colon,SRP063980,COLON
SRR2481152,898,colon,SRP063980,COLON
SRR2481158,905,colon,SRP063980,COLON
SRR2481169,905,colon,SRP063980,COLON
SRR2481153,916,colon,SRP063980,COLON
SRR2481154,919,colon,SRP063980,COLON
SRR2481163,923,colon,SRP063980,COLON
SRR2481145,927,colon,SRP063980,COLON
SRR2481156,941,colon,SRP063980,COLON
SRR2481165,941,colon,SRP063980,COLON
SRR2481151,944,colon,SRP063980,COLON
SRR2481166,944,colon,SRP063980,COLON
SRR2481167,952,colon,SRP063980,COLON
SRR2481170,955,colon,SRP063980,COLON
SRR2481175,958,colon,SRP063980,COLON
SRR2481161,959,colon,SRP063980,COLON
SRR2481177,972,colon,SRP063980,COLON
SRR2481176,979,colon,SRP063980,COLON
SRR2481180,981,colon,SRP063980,COLON
SRR2481174,999,colon,SRP063980,COLON
SRR2481171,1000,colon,SRP063980,COLON
SRR2481178,1001,colon,SRP063980,COLON
SRR2481146,1007,colon,SRP063980,COLON
SRR2481168,1009,colon,SRP063980,COLON
SRR2481155,1030,colon,SRP063980,COLON
SRR2481172,1223,colon,SRP063980,COLON
SRR2481160,2061,colon,SRP063980,COLON
SRR2514896,433,colon,SRP064165,COLON
SRR2514841,596,colon,SRP064165,COLON
SRR2514832,615,colon,SRP064165,COLON
SRR2514857,627,colon,SRP064165,COLON
SRR2514887,640,colon,SRP064165,COLON
SRR2514858,645,colon,SRP064165,COLON
SRR2514840,666,colon,SRP064165,COLON
SRR2514884,680,colon,SRP064165,COLON
SRR2514932,697,colon,SRP064165,COLON
SRR2514861,706,colon,SRP064165,COLON
SRR2514831,712,colon,SRP064165,COLON
SRR2514931,723,colon,SRP064165,COLON
SRR2514856,748,colon,SRP064165,COLON
SRR2514938,782,colon,SRP064165,COLON
SRR2514923,783,colon,SRP064165,COLON
SRR2514837,805,colon,SRP064165,COLON
SRR2514897,815,colon,SRP064165,COLON
SRR2514916,837,colon,SRP064165,COLON
SRR2514842,843,colon,SRP064165,COLON
SRR2514849,858,colon,SRP064165,COLON
SRR2514898,863,colon,SRP064165,COLON
SRR2514871,893,colon,SRP064165,COLON
SRR2514895,907,colon,SRP064165,COLON
SRR2514915,910,colon,SRP064165,COLON
SRR2514868,922,colon,SRP064165,COLON
SRR2514855,933,colon,SRP064165,COLON
SRR2514886,934,colon,SRP064165,COLON
SRR2514872,950,colon,SRP064165,COLON
SRR2514920,981,colon,SRP064165,COLON
SRR2514870,985,colon,SRP064165,COLON
SRR2514834,989,colon,SRP064165,COLON
SRR2514930,1000,colon,SRP064165,COLON
SRR2514937,1002,colon,SRP064165,COLON
SRR2514892,1003,colon,SRP064165,COLON
SRR2514924,1013,colon,SRP064165,COLON
SRR2514883,1027,colon,SRP064165,COLON
SRR2514899,1037,colon,SRP064165,COLON
SRR2514913,1063,colon,SRP064165,COLON
SRR2514830,1068,colon,SRP064165,COLON
SRR2514853,1068,colon,SRP064165,COLON
SRR2514881,1076,colon,SRP064165,COLON
SRR2514869,1078,colon,SRP064165,COLON
SRR2514900,1083,colon,SRP064165,COLON
SRR2514922,1086,colon,SRP064165,COLON
SRR2514878,1089,colon,SRP064165,COLON
SRR2514902,1101,colon,SRP064165,COLON
SRR2514851,1107,colon,SRP064165,COLON
SRR2514935,1110,colon,SRP064165,COLON
SRR2514911,1112,colon,SRP064165,COLON
SRR2514936,1112,colon,SRP064165,COLON
SRR2514889,1122,colon,SRP064165,COLON
SRR2514910,1123,colon,SRP064165,COLON
SRR2514885,1127,colon,SRP064165,COLON
SRR2514934,1148,colon,SRP064165,COLON
SRR2514912,1150,colon,SRP064165,COLON
SRR2514901,1159,colon,SRP064165,COLON
SRR2514909,1176,colon,SRP064165,COLON
SRR2514917,1182,colon,SRP064165,COLON
SRR2514846,1209,colon,SRP064165,COLON
SRR2514845,1244,colon,SRP064165,COLON
SRR2514890,1252,colon,SRP064165,COLON
SRR2514879,1275,colon,SRP064165,COLON
SRR2514921,1282,colon,SRP064165,COLON
SRR2514844,1288,colon,SRP064165,COLON
SRR2514843,1318,colon,SRP064165,COLON
SRR2514891,1352,colon,SRP064165,COLON
SRR2514847,1352,colon,SRP064165,COLON
SRR2514904,1367,colon,SRP064165,COLON
SRR2514882,1371,colon,SRP064165,COLON
SRR2514929,1391,colon,SRP064165,COLON
SRR2514867,1421,colon,SRP064165,COLON
SRR2514914,1422,colon,SRP064165,COLON
SRR2514859,1431,colon,SRP064165,COLON
SRR2514918,1432,colon,SRP064165,COLON
SRR2514906,1434,colon,SRP064165,COLON
SRR2514863,1442,colon,SRP064165,COLON
SRR2514877,1463,colon,SRP064165,COLON
SRR2514919,1490,colon,SRP064165,COLON
SRR2514905,1523,colon,SRP064165,COLON
SRR2514907,1546,colon,SRP064165,COLON
SRR2514888,1553,colon,SRP064165,COLON
SRR2514866,1556,colon,SRP064165,COLON
SRR2514860,1575,colon,SRP064165,COLON
SRR2514873,1612,colon,SRP064165,COLON
SRR2514833,1624,colon,SRP064165,COLON
SRR2514908,1703,colon,SRP064165,COLON
SRR2514865,1739,colon,SRP064165,COLON
SRR2514926,1743,colon,SRP064165,COLON
SRR2514864,1788,colon,SRP064165,COLON
SRR2514893,1810,colon,SRP064165,COLON
SRR2514874,1816,colon,SRP064165,COLON
SRR2514880,1922,colon,SRP064165,COLON
SRR2514894,1936,colon,SRP064165,COLON
SRR2514850,2017,colon,SRP064165,COLON
SRR2514836,2040,colon,SRP064165,COLON
SRR2514839,2078,colon,SRP064165,COLON
SRR2514854,2085,colon,SRP064165,COLON
SRR2514852,2159,colon,SRP064165,COLON
SRR2514838,2197,colon,SRP064165,COLON
SRR2514848,2211,colon,SRP064165,COLON
SRR2514933,2277,colon,SRP064165,COLON
SRR2514875,2371,colon,SRP064165,COLON
SRR2514876,2385,colon,SRP064165,COLON
SRR2514927,2399,colon,SRP064165,COLON
SRR2514835,2483,colon,SRP064165,COLON
SRR2514925,2664,colon,SRP064165,COLON
SRR2514903,2904,colon,SRP064165,COLON
SRR2514928,2961,colon,SRP064165,COLON
SRR2514862,3780,colon,SRP064165,COLON
SRR2537181,2424,colon,SRP064323,COLON
SRR2537182,2590,colon,SRP064323,COLON
SRR2830792,852,colon,SRP065330,COLON
SRR2831167,870,colon,SRP065330,COLON
SRR2831446,1381,colon,SRP065330,COLON
SRR2831548,1567,colon,SRP065330,COLON
SRR2831549,1587,colon,SRP065330,COLON
SRR2831546,1629,colon,SRP065330,COLON
SRR2938933,647,colon,SRP066486,COLON
SRR2938942,750,colon,SRP066486,COLON
SRR2938944,753,colon,SRP066486,COLON
SRR2938938,959,colon,SRP066486,COLON
SRR2938945,960,colon,SRP066486,COLON
SRR2938934,995,colon,SRP066486,COLON
SRR2938941,999,colon,SRP066486,COLON
SRR2938946,1029,colon,SRP066486,COLON
SRR2938943,1077,colon,SRP066486,COLON
SRR2938940,1132,colon,SRP066486,COLON
SRR2938939,1212,colon,SRP066486,COLON
SRR2938937,1511,colon,SRP066486,COLON
SRR2938932,1632,colon,SRP066486,COLON
SRR2938936,1650,colon,SRP066486,COLON
SRR2938931,1668,colon,SRP066486,COLON
SRR2938935,2405,colon,SRP066486,COLON
SRR2969253,1592,colon,SRP066895,COLON
SRR2969261,1659,colon,SRP066895,COLON
SRR2969255,1709,colon,SRP066895,COLON
SRR2969263,1834,colon,SRP066895,COLON
SRR2969260,1843,colon,SRP066895,COLON
SRR2969257,1869,colon,SRP066895,COLON
SRR2969262,2057,colon,SRP066895,COLON
SRR2969258,2446,colon,SRP066895,COLON
SRR2969254,2455,colon,SRP066895,COLON
SRR2969259,2468,colon,SRP066895,COLON
SRR2969256,3836,colon,SRP066895,COLON
SRR2969248,4472,colon,SRP066895,COLON
SRR2969247,5674,colon,SRP066895,COLON
SRR2969251,7085,colon,SRP066895,COLON
SRR2969252,7171,colon,SRP066895,COLON
SRR2969249,7951,colon,SRP066895,COLON
SRR2969250,8287,colon,SRP066895,COLON
SRR2992199,1136,colon,SRP067311,COLON
SRR2992191,1156,colon,SRP067311,COLON
SRR2992194,1182,colon,SRP067311,COLON
SRR2992198,1188,colon,SRP067311,COLON
SRR2992188,1199,colon,SRP067311,COLON
SRR2992195,1243,colon,SRP067311,COLON
SRR2992196,1244,colon,SRP067311,COLON
SRR2992189,1269,colon,SRP067311,COLON
SRR2992187,1306,colon,SRP067311,COLON
SRR2992186,1331,colon,SRP067311,COLON
SRR2992197,1347,colon,SRP067311,COLON
SRR2992200,1354,colon,SRP067311,COLON
SRR2992193,1408,colon,SRP067311,COLON
SRR2992190,1428,colon,SRP067311,COLON
SRR2992192,1489,colon,SRP067311,COLON
SRR2992201,1510,colon,SRP067311,COLON
SRR2993058,2926,colon,SRP067329,COLON
SRR2993057,2931,colon,SRP067329,COLON
SRR2993055,3094,colon,SRP067329,COLON
SRR2993056,3201,colon,SRP067329,COLON
SRR3004171,325,colon,SRP067414,COLON
SRR3004173,333,colon,SRP067414,COLON
SRR3004172,369,colon,SRP067414,COLON
SRR3004170,385,colon,SRP067414,COLON
SRR3051732,1249,colon,SRP067748,COLON
SRR3051730,1321,colon,SRP067748,COLON
SRR3051729,1359,colon,SRP067748,COLON
SRR3051734,1394,colon,SRP067748,COLON
SRR3051735,1411,colon,SRP067748,COLON
SRR3051728,1421,colon,SRP067748,COLON
SRR3051731,1422,colon,SRP067748,COLON
SRR3051736,1426,colon,SRP067748,COLON
SRR3051733,1472,colon,SRP067748,COLON
SRR3069633,862,colon,SRP067974,COLON
SRR3098788,1946,colon,SRP068373,COLON
SRR3098791,1979,colon,SRP068373,COLON
SRR3098785,2260,colon,SRP068373,COLON
SRR3098786,2507,colon,SRP068373,COLON
SRR3098790,2581,colon,SRP068373,COLON
SRR3098789,2591,colon,SRP068373,COLON
SRR3098787,2613,colon,SRP068373,COLON
SRR3098784,2716,colon,SRP068373,COLON
